Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Target,Failure Type,Date,Year,Month,Day,Weekday,Temperature Difference,Power [W],Wear Category,RPM_Torque_Ratio,Air_Process_Interaction,Temperature_Wear_Interaction,ToolWear_roll_mean_1_hours,ToolWear_roll_mean_6_hours,ToolWear_roll_mean_12_hours,ToolWear_roll_mean_24_hours
L,298.3,308.6,1499,38.3,142,0,No Failure,2024-01-03 06:00:00,2024,1,3,Wednesday,10.300000000000011,6012.451826407507,Medium,39.13838120104439,92055.38,43821.200000000004,135.5,109.83333333333333,77.04166666666667,110.54166666666667
L,298.3,308.5,1664,31.6,144,0,No Failure,2024-01-03 06:15:00,2024,1,3,Wednesday,10.199999999999989,5506.702412868633,Medium,52.65822784810126,92025.55,44424.0,138.5,112.66666666666667,79.79166666666667,110.94791666666667
L,298.3,308.6,1447,38.1,146,0,No Failure,2024-01-03 06:30:00,2024,1,3,Wednesday,10.300000000000011,5773.573642761395,Medium,37.979002624671914,92055.38,45055.600000000006,140.75,115.5,82.47916666666667,111.34375
M,298.3,308.5,1434,46.2,148,0,No Failure,2024-01-03 06:45:00,2024,1,3,Wednesday,10.199999999999989,6938.128351206435,Medium,31.038961038961038,92025.55,45658.0,143.0,118.20833333333333,85.0625,111.73958333333333
L,298.3,308.5,1416,52.7,151,0,No Failure,2024-01-03 07:00:00,2024,1,3,Wednesday,10.199999999999989,7814.929624664879,High,26.86907020872865,92025.55,46583.5,145.0,120.66666666666667,87.64583333333333,112.13541666666667
H,298.4,308.5,1827,24.3,153,0,No Failure,2024-01-03 07:15:00,2024,1,3,Wednesday,10.100000000000023,4649.390499329758,High,75.18518518518518,92056.4,47200.5,147.25,123.16666666666667,90.22916666666667,112.54166666666667
L,298.4,308.6,1304,45.0,158,0,No Failure,2024-01-03 07:30:00,2024,1,3,Wednesday,10.200000000000045,6145.274798927614,High,28.977777777777778,92086.24,48758.8,149.5,125.54166666666667,92.8125,112.94791666666667
L,298.4,308.6,1569,34.4,160,0,No Failure,2024-01-03 07:45:00,2024,1,3,Wednesday,10.200000000000045,5652.396112600536,High,45.61046511627907,92086.24,49376.0,152.5,128.0,95.4375,113.38541666666667
L,298.3,308.6,1584,29.3,162,0,No Failure,2024-01-03 08:00:00,2024,1,3,Wednesday,10.300000000000011,4860.422252010724,High,54.06143344709898,92055.38,49993.200000000004,155.5,130.45833333333334,98.04166666666667,113.82291666666667
L,298.3,308.5,1362,53.8,164,0,No Failure,2024-01-03 08:15:00,2024,1,3,Wednesday,10.199999999999989,7673.801943699731,High,25.315985130111525,92025.55,50594.0,158.25,132.91666666666666,100.64583333333333,114.26041666666667
L,298.3,308.4,1329,49.2,166,0,No Failure,2024-01-03 08:30:00,2024,1,3,Wednesday,10.099999999999966,6847.645777479893,High,27.01219512195122,91995.72,51194.399999999994,161.0,135.375,103.25,114.69791666666667
L,298.3,308.5,1539,36.1,168,0,No Failure,2024-01-03 08:45:00,2024,1,3,Wednesday,10.199999999999989,5818.3122486595175,High,42.63157894736842,92025.55,51828.0,163.0,137.83333333333334,105.85416666666667,115.13541666666667
M,298.3,308.5,1629,37.1,170,0,No Failure,2024-01-03 09:00:00,2024,1,3,Wednesday,10.199999999999989,6329.161779490617,High,43.908355795148246,92025.55,52445.0,165.0,140.25,108.45833333333333,115.57291666666667
L,298.3,308.5,1538,32.2,173,0,No Failure,2024-01-03 09:15:00,2024,1,3,Wednesday,10.199999999999989,5186.368967828419,High,47.763975155279496,92025.55,53370.5,167.0,142.66666666666666,111.0625,116.01041666666667
L,298.3,308.6,1570,34.8,175,0,No Failure,2024-01-03 09:30:00,2024,1,3,Wednesday,10.300000000000011,5721.766085790884,High,45.11494252873564,92055.38,54005.00000000001,169.25,145.125,113.6875,116.45833333333333
L,298.3,308.4,1408,43.1,177,0,No Failure,2024-01-03 09:45:00,2024,1,3,Wednesday,10.099999999999966,6355.227882037534,High,32.66821345707657,91995.72,54586.799999999996,171.5,147.54166666666666,116.3125,116.90625
L,298.2,308.4,1424,47.6,179,0,No Failure,2024-01-03 10:00:00,2024,1,3,Wednesday,10.199999999999989,7098.5254691689015,High,29.915966386554622,91964.87999999999,55203.6,173.75,149.95833333333334,118.875,117.34375
L,298.2,308.4,1512,34.9,181,0,No Failure,2024-01-03 10:15:00,2024,1,3,Wednesday,10.199999999999989,5526.223190348525,High,43.32378223495702,91964.87999999999,55820.399999999994,176.0,152.33333333333334,121.41666666666667,117.77083333333333
L,298.2,308.4,1478,42.9,183,0,No Failure,2024-01-03 10:30:00,2024,1,3,Wednesday,10.199999999999989,6640.227044235925,High,34.452214452214456,91964.87999999999,56437.2,178.0,154.70833333333334,123.95833333333333,118.19791666666667
M,298.1,308.3,1680,33.7,185,0,No Failure,2024-01-03 10:45:00,2024,1,3,Wednesday,10.199999999999989,5929.1219839142095,High,49.85163204747774,91904.23000000001,57035.5,180.0,157.08333333333334,126.5,118.61458333333333
L,298.1,308.3,1495,38.7,188,0,No Failure,2024-01-03 11:00:00,2024,1,3,Wednesday,10.199999999999989,6059.033595844505,High,38.63049095607235,91904.23000000001,57960.4,182.0,159.45833333333334,129.04166666666666,119.0
M,298.0,308.1,1552,36.6,190,0,No Failure,2024-01-03 11:15:00,2024,1,3,Wednesday,10.100000000000023,5948.72654155496,High,42.404371584699454,91813.8,58539.00000000001,184.25,161.875,131.60416666666666,119.39583333333333
L,297.9,308.1,1393,50.3,193,0,No Failure,2024-01-03 11:30:00,2024,1,3,Wednesday,10.200000000000045,7337.874916219838,High,27.693836978131213,91782.99,59463.3,186.5,164.16666666666666,134.16666666666666,119.76041666666667
L,298.0,308.2,1611,30.6,195,0,No Failure,2024-01-03 11:45:00,2024,1,3,Wednesday,10.199999999999989,5162.596347184987,High,52.647058823529406,91843.59999999999,60099.0,189.0,166.5,136.75,120.13541666666667
M,298.0,308.1,1339,51.6,197,0,No Failure,2024-01-03 12:00:00,2024,1,3,Wednesday,10.100000000000023,7235.715482573727,High,25.949612403100776,91813.8,60695.700000000004,191.5,168.79166666666666,139.3125,120.51041666666667
L,298.0,308.1,1777,24.3,200,0,No Failure,2024-01-03 12:15:00,2024,1,3,Wednesday,10.100000000000023,4522.14938002681,High,73.1275720164609,91813.8,61620.00000000001,193.75,171.08333333333334,141.875,120.88541666666667
L,298.0,308.2,1348,58.8,202,1,Overstrain Failure,2024-01-03 12:30:00,2024,1,3,Wednesday,10.199999999999989,8300.770777479893,Very High,22.925170068027214,91843.59999999999,62256.399999999994,196.25,173.41666666666666,144.45833333333334,121.26041666666667
L,298.0,308.2,1442,44.1,204,0,No Failure,2024-01-03 12:45:00,2024,1,3,Wednesday,10.199999999999989,6659.705931635389,Very High,32.698412698412696,91843.59999999999,62872.799999999996,198.5,175.75,146.97916666666666,121.60416666666667
M,298.0,308.2,1395,49.1,206,0,No Failure,2024-01-03 13:00:00,2024,1,3,Wednesday,10.199999999999989,7173.100284852547,Very High,28.41140529531568,91843.59999999999,63489.2,200.75,178.08333333333334,149.375,121.9375
M,297.9,308.1,1627,31.4,209,0,No Failure,2024-01-03 13:15:00,2024,1,3,Wednesday,10.200000000000045,5350.180127345844,Very High,51.81528662420382,91782.99,64392.9,203.0,180.375,151.77083333333334,122.27083333333333
L,297.9,308.1,1585,33.5,212,0,No Failure,2024-01-03 13:30:00,2024,1,3,Wednesday,10.200000000000045,5560.6463639410185,Very High,47.3134328358209,91782.99,65317.200000000004,205.25,182.70833333333334,154.125,122.58333333333333
L,298.0,308.2,1469,45.5,214,0,No Failure,2024-01-03 13:45:00,2024,1,3,Wednesday,10.199999999999989,6999.780077077748,Very High,32.285714285714285,91843.59999999999,65954.8,207.75,184.95833333333334,156.47916666666666,122.90625
L,298.0,308.3,1362,56.8,216,1,Overstrain Failure,2024-01-03 14:00:00,2024,1,3,Wednesday,10.300000000000011,8101.7091152815,Very High,23.97887323943662,91873.40000000001,66592.8,210.25,187.20833333333334,158.83333333333334,123.21875
L,298.0,308.3,1405,56.2,218,1,Overstrain Failure,2024-01-03 14:15:00,2024,1,3,Wednesday,10.300000000000011,8269.206601876676,Very High,25.0,91873.40000000001,67209.40000000001,212.75,189.45833333333334,161.1875,123.53125
L,298.0,308.3,1662,32.7,0,0,No Failure,2024-01-03 14:30:00,2024,1,3,Wednesday,10.300000000000011,5691.542392761395,Very Low,50.82568807339449,91873.40000000001,0.0,215.0,191.70833333333334,163.54166666666666,123.84375
M,298.0,308.2,1466,42.6,2,0,No Failure,2024-01-03 14:45:00,2024,1,3,Wednesday,10.199999999999989,6540.256367292225,Very Low,34.413145539906104,91843.59999999999,616.4,162.0,184.79166666666666,161.3125,121.85416666666667
L,298.0,308.2,1620,35.8,5,0,No Failure,2024-01-03 15:00:00,2024,1,3,Wednesday,10.199999999999989,6073.642761394101,Very Low,45.2513966480447,91843.59999999999,1541.0,109.0,177.875,159.0625,119.85416666666667
L,298.0,308.2,1357,48.2,7,0,No Failure,2024-01-03 15:15:00,2024,1,3,Wednesday,10.199999999999989,6849.803116621984,Very Low,28.153526970954356,91843.59999999999,2157.4,56.25,171.0,156.83333333333334,117.86458333333333
L,298.0,308.2,1514,37.9,9,0,No Failure,2024-01-03 15:30:00,2024,1,3,Wednesday,10.199999999999989,6009.194872654155,Very Low,39.94722955145119,91843.59999999999,2773.7999999999997,3.5,164.08333333333334,154.60416666666666,115.875
L,298.0,308.2,1489,40.4,11,0,No Failure,2024-01-03 15:45:00,2024,1,3,Wednesday,10.199999999999989,6299.807305630026,Very Low,36.85643564356436,91843.59999999999,3390.2,5.75,157.16666666666666,152.35416666666666,113.85416666666667
L,298.1,308.3,1331,63.0,13,0,No Failure,2024-01-03 16:00:00,2024,1,3,Wednesday,10.199999999999989,8781.522285522788,Very Low,21.126984126984127,91904.23000000001,4007.9,8.0,150.25,150.10416666666666,111.82291666666667
L,298.0,308.0,1615,29.5,15,0,No Failure,2024-01-03 16:15:00,2024,1,3,Wednesday,10.0,4989.370392091153,Very Low,54.74576271186441,91784.0,4620.0,10.0,143.33333333333334,147.83333333333334,109.76041666666667
L,298.1,308.2,1482,37.9,17,0,No Failure,2024-01-03 16:30:00,2024,1,3,Wednesday,10.099999999999966,5882.184148793565,Very Low,39.10290237467019,91874.42,5239.4,12.0,136.41666666666666,145.5625,107.6875
M,298.1,308.2,1420,63.9,19,1,Power Failure,2024-01-03 16:45:00,2024,1,3,Wednesday,10.099999999999966,9502.555294906166,Very Low,22.22222222222222,91874.42,5855.8,14.0,129.5,143.29166666666666,105.61458333333333
M,298.2,308.3,1522,49.1,22,0,No Failure,2024-01-03 17:00:00,2024,1,3,Wednesday,10.100000000000023,7826.135221179625,Very Low,30.997963340122197,91935.06,6782.6,16.0,122.58333333333333,141.02083333333334,103.54166666666667
L,298.1,308.2,1654,32.1,25,0,No Failure,2024-01-03 17:15:00,2024,1,3,Wednesday,10.099999999999966,5560.216990616622,Very Low,51.52647975077881,91874.42,7705.0,18.25,115.66666666666667,138.77083333333334,103.77083333333333
M,298.1,308.2,1736,26.8,27,0,No Failure,2024-01-03 17:30:00,2024,1,3,Wednesday,10.099999999999966,4872.319034852547,Very Low,64.77611940298507,91874.42,8321.4,20.75,108.79166666666667,136.47916666666666,104.01041666666667
M,298.0,308.1,1587,32.3,30,0,No Failure,2024-01-03 17:45:00,2024,1,3,Wednesday,10.100000000000023,5368.224279490617,Very Low,49.133126934984524,91813.8,9243.0,23.25,101.875,134.1875,104.23958333333333
L,298.1,308.2,1390,47.5,33,0,No Failure,2024-01-03 18:00:00,2024,1,3,Wednesday,10.099999999999966,6914.4814008042895,Very Low,29.263157894736842,91874.42,10170.6,26.0,95.0,131.89583333333334,104.46875
L,298.0,308.1,1454,37.1,35,0,No Failure,2024-01-03 18:15:00,2024,1,3,Wednesday,10.100000000000023,5649.23341152815,Very Low,39.19137466307277,91813.8,10783.5,28.75,88.16666666666667,129.625,104.70833333333333
H,298.0,308.1,1440,43.7,37,0,No Failure,2024-01-03 18:30:00,2024,1,3,Wednesday,10.100000000000023,6590.147453083111,Very Low,32.951945080091534,91813.8,11399.7,31.25,81.29166666666667,127.35416666666667,104.91666666666667
L,297.9,308.0,1954,21.1,42,0,No Failure,2024-01-03 18:45:00,2024,1,3,Wednesday,10.100000000000023,4317.757205093834,Very Low,92.60663507109004,91753.2,12936.0,33.75,74.41666666666667,125.08333333333333,105.07291666666667
H,297.9,308.0,1800,24.8,44,0,No Failure,2024-01-03 19:00:00,2024,1,3,Wednesday,10.100000000000023,4674.932975871314,Very Low,72.58064516129032,91753.2,13552.0,36.75,67.66666666666667,122.875,105.26041666666667
L,298.0,308.0,1524,37.0,49,0,No Failure,2024-01-03 19:15:00,2024,1,3,Wednesday,10.0,5905.244638069705,Very Low,41.189189189189186,91784.0,15092.0,39.5,60.916666666666664,120.64583333333333,105.4375
H,298.0,308.0,1520,39.6,51,0,No Failure,2024-01-03 19:30:00,2024,1,3,Wednesday,10.0,6303.619302949061,Low,38.38383838383838,91784.0,15708.0,43.0,54.25,118.47916666666667,105.64583333333333
M,298.1,308.1,1452,40.8,56,0,No Failure,2024-01-03 19:45:00,2024,1,3,Wednesday,10.0,6204.0884718498655,Low,35.58823529411765,91844.61000000002,17253.600000000002,46.5,47.541666666666664,116.25,105.84375
L,298.1,308.1,1484,40.4,59,0,No Failure,2024-01-03 20:00:00,2024,1,3,Wednesday,10.0,6278.6528150134045,Low,36.73267326732673,91844.61000000002,18177.9,50.0,40.958333333333336,114.08333333333333,106.0625
L,298.1,308.0,1426,46.0,61,0,No Failure,2024-01-03 20:15:00,2024,1,3,Wednesday,9.899999999999977,6869.554289544236,Low,31.0,91814.8,18788.0,53.75,34.416666666666664,111.9375,106.29166666666667
L,298.1,308.0,1652,28.5,63,0,No Failure,2024-01-03 20:30:00,2024,1,3,Wednesday,9.899999999999977,4930.671916890081,Low,57.96491228070175,91814.8,19404.0,56.75,27.875,109.79166666666667,106.52083333333333
L,298.0,308.0,1401,54.7,65,0,No Failure,2024-01-03 20:45:00,2024,1,3,Wednesday,10.0,8025.5843666219835,Low,25.612431444241317,91784.0,20020.0,59.75,30.5,107.64583333333333,106.75
M,298.0,307.9,1750,26.6,67,0,No Failure,2024-01-03 21:00:00,2024,1,3,Wednesday,9.899999999999977,4874.958109919571,Low,65.78947368421052,91754.2,20629.3,62.0,33.125,105.5,106.97916666666667
H,298.0,308.0,1479,50.7,70,0,No Failure,2024-01-03 21:15:00,2024,1,3,Wednesday,10.0,7852.850619973191,Low,29.17159763313609,91784.0,21560.0,64.0,35.708333333333336,103.35416666666667,107.20833333333333
M,298.0,308.0,1620,29.4,75,0,No Failure,2024-01-03 21:30:00,2024,1,3,Wednesday,10.0,4987.851876675603,Low,55.102040816326536,91784.0,23100.0,66.25,38.333333333333336,101.20833333333333,107.44791666666667
L,298.0,308.1,1819,23.4,78,0,No Failure,2024-01-03 21:45:00,2024,1,3,Wednesday,10.100000000000023,4457.586293565683,Low,77.73504273504274,91813.8,24031.800000000003,69.25,41.083333333333336,99.125,107.71875
M,298.1,308.1,1456,43.7,80,0,No Failure,2024-01-03 22:00:00,2024,1,3,Wednesday,10.0,6663.371313672923,Low,33.31807780320366,91844.61000000002,24648.0,72.5,43.875,97.0625,107.96875
L,298.1,308.0,1626,36.5,83,0,No Failure,2024-01-03 22:15:00,2024,1,3,Wednesday,9.899999999999977,6215.33595844504,Low,44.54794520547945,91814.8,25564.0,75.75,46.666666666666664,95.0,108.20833333333333
M,298.1,308.1,1390,49.8,85,0,No Failure,2024-01-03 22:30:00,2024,1,3,Wednesday,10.0,7249.287868632708,Low,27.911646586345384,91844.61000000002,26188.500000000004,79.0,49.5,92.95833333333333,108.45833333333333
L,298.2,308.2,1469,43.0,88,0,No Failure,2024-01-03 22:45:00,2024,1,3,Wednesday,10.0,6615.17677613941,Low,34.16279069767442,91905.23999999999,27121.6,81.5,52.333333333333336,90.91666666666667,108.70833333333333
L,298.2,308.3,2051,19.2,90,0,No Failure,2024-01-03 23:00:00,2024,1,3,Wednesday,10.100000000000023,4123.994638069705,Low,106.82291666666667,91935.06,27747.0,84.0,55.208333333333336,88.89583333333333,108.96875
L,298.2,308.3,1568,36.0,92,0,No Failure,2024-01-03 23:15:00,2024,1,3,Wednesday,10.100000000000023,5911.528150134049,Low,43.55555555555556,91935.06,28363.600000000002,86.5,58.041666666666664,86.85416666666667,109.22916666666667
L,298.2,308.3,1589,33.2,94,0,No Failure,2024-01-03 23:30:00,2024,1,3,Wednesday,10.100000000000023,5524.757037533513,Low,47.861445783132524,91935.06,28980.2,88.75,60.833333333333336,84.8125,109.48958333333333
L,298.2,308.3,1805,31.6,96,0,No Failure,2024-01-03 23:45:00,2024,1,3,Wednesday,10.100000000000023,5973.316018766756,Low,57.12025316455696,91935.06,29596.800000000003,91.0,63.625,82.75,109.75
H,298.2,308.4,1385,42.2,98,0,No Failure,2024-01-04 00:00:00,2024,1,4,Thursday,10.199999999999989,6120.8738270777485,Low,32.81990521327014,91964.87999999999,30223.199999999997,93.0,66.375,80.6875,110.0
L,298.1,308.4,1436,46.7,103,0,No Failure,2024-01-04 00:15:00,2024,1,4,Thursday,10.299999999999955,7022.997654155496,Medium,30.749464668094216,91934.04,31765.199999999997,95.0,69.08333333333333,78.625,110.25
L,298.1,308.4,1438,45.6,105,0,No Failure,2024-01-04 00:30:00,2024,1,4,Thursday,10.299999999999955,6867.124664879357,Medium,31.535087719298243,91934.04,32381.999999999996,97.75,71.91666666666667,76.60416666666667,110.53125
L,298.0,308.3,1473,42.6,107,0,No Failure,2024-01-04 00:45:00,2024,1,4,Thursday,10.300000000000011,6571.485422252011,Medium,34.57746478873239,91873.40000000001,32988.1,100.5,74.75,74.58333333333333,110.78125
L,298.1,308.4,1335,40.2,109,0,No Failure,2024-01-04 01:00:00,2024,1,4,Thursday,10.299999999999955,5620.287365951744,Medium,33.208955223880594,91934.04,33615.6,103.25,77.45833333333333,72.5625,110.96875
H,298.1,308.5,1392,44.8,111,0,No Failure,2024-01-04 01:15:00,2024,1,4,Thursday,10.399999999999977,6530.8310991957105,Medium,31.071428571428573,91963.85,34243.5,106.0,80.16666666666667,70.54166666666667,111.15625
M,298.1,308.5,1372,51.1,116,0,No Failure,2024-01-04 01:30:00,2024,1,4,Thursday,10.399999999999977,7342.200067024129,Medium,26.84931506849315,91963.85,35786.0,108.0,82.75,68.5,111.3125
M,298.1,308.6,1716,30.7,119,0,No Failure,2024-01-04 01:45:00,2024,1,4,Thursday,10.5,5517.049262734584,Medium,55.8957654723127,91993.66000000002,36723.4,110.75,85.45833333333333,66.5,111.48958333333333
L,298.0,308.5,1395,46.2,122,0,No Failure,2024-01-04 02:00:00,2024,1,4,Thursday,10.5,6749.4344839142095,Medium,30.19480519480519,91933.0,37637.0,113.75,88.08333333333333,64.52083333333333,111.67708333333333
L,298.0,308.5,1713,25.3,124,0,No Failure,2024-01-04 02:15:00,2024,1,4,Thursday,10.5,4538.675016756032,Medium,67.70750988142292,91933.0,38254.0,117.0,90.70833333333333,62.5625,111.875
M,297.8,308.3,1567,35.6,131,0,No Failure,2024-01-04 02:45:00,2024,1,4,Thursday,10.5,5842.116286863271,Medium,44.01685393258427,91811.74,40387.3,120.25,93.33333333333333,60.604166666666664,112.07291666666667
L,297.8,308.4,1622,38.3,134,0,No Failure,2024-01-04 03:00:00,2024,1,4,Thursday,10.599999999999966,6505.80177613941,Medium,42.34986945169713,91841.51999999999,41325.6,124.0,96.16666666666667,63.333333333333336,112.32291666666667
L,297.7,308.4,1740,27.1,136,0,No Failure,2024-01-04 03:15:00,2024,1,4,Thursday,10.699999999999989,4938.212131367292,Medium,64.20664206642066,91810.68,41942.399999999994,127.75,99.04166666666667,66.08333333333333,112.57291666666667
H,297.8,308.4,1512,35.1,138,0,No Failure,2024-01-04 03:30:00,2024,1,4,Thursday,10.599999999999966,5557.892091152816,Medium,43.07692307692307,91841.51999999999,42559.2,131.25,101.91666666666667,68.8125,112.82291666666667
M,297.8,308.4,1479,43.5,143,0,No Failure,2024-01-04 03:45:00,2024,1,4,Thursday,10.599999999999966,6737.652898793565,Medium,34.0,91841.51999999999,44101.2,134.75,104.75,71.54166666666667,113.07291666666667
L,297.8,308.4,1737,27.5,146,0,No Failure,2024-01-04 04:00:00,2024,1,4,Thursday,10.599999999999966,5002.461042225201,Medium,63.163636363636364,91841.51999999999,45026.399999999994,137.75,107.58333333333333,74.33333333333333,113.34375
L,297.8,308.4,1374,47.1,150,0,No Failure,2024-01-04 04:30:00,2024,1,4,Thursday,10.599999999999966,6777.333277479893,Medium,29.17197452229299,91841.51999999999,46260.0,140.75,110.41666666666667,77.14583333333333,113.625
M,297.8,308.4,1579,36.6,152,0,No Failure,2024-01-04 04:45:00,2024,1,4,Thursday,10.599999999999966,6052.215985254692,High,43.14207650273224,91841.51999999999,46876.799999999996,144.25,113.33333333333333,80.0,113.91666666666667
L,297.9,308.5,1305,47.2,155,0,No Failure,2024-01-04 05:00:00,2024,1,4,Thursday,10.600000000000023,6450.653485254693,High,27.64830508474576,91902.15,47817.5,147.75,116.20833333333333,82.85416666666667,114.20833333333333
M,297.9,308.5,1449,40.8,157,0,No Failure,2024-01-04 05:15:00,2024,1,4,Thursday,10.600000000000023,6191.270107238605,High,35.51470588235294,91902.15,48434.5,150.75,119.125,85.72916666666667,114.51041666666667
H,298.0,308.6,1526,41.8,160,0,No Failure,2024-01-04 05:30:00,2024,1,4,Thursday,10.600000000000023,6680.085455764075,High,36.50717703349282,91962.8,49376.0,153.5,122.0,88.60416666666667,114.8125
M,298.0,308.6,1453,44.1,165,0,No Failure,2024-01-04 05:45:00,2024,1,4,Thursday,10.600000000000023,6710.508126675603,High,32.94784580498866,91962.8,50919.00000000001,156.0,124.91666666666667,91.47916666666667,115.125
